Volume,Chapter,Paragraph,Line,LineId,Text
6,1,3,35,6010335,"  And so he made it seem that he was the one privileged to administer reproofs.
    It was the usual thing: To~ no Chu~jo~ was always spying out his secrets. Genji thought it a splendid coup on his part to have learned and concealed from his friend the whereabouts of ""the wild carnation."" *"
6,1,4,1,6010401,"    They were too fond of each other to say goodbye on the spot. Getting into the same carriage, they played on their flutes as they made their way under a pleasantly misted moon to the Sanjo~ mansion. "
6,1,4,2,6010402,"Having no outrunners, they were able to pull in at a secluded gallery without attracting attention. There they sent for court dress. Taking up their flutes again, they proceeded to the main hall as if they had just come from court. The minister, eager as always for a concert, joined in with a Korean flute.+ He was a fine musician, and soon the more accomplished of the ladies within the blinds had joined them on lutes. "
6,1,4,3,6010403,"There was a most accomplished lady named Nakatsukasa. To~ no Chu~jo~ had designs upon her, but she had turned him away. Genji, who so rarely came to the house, had quite won her affections. News of the infatuation had reached the ears of princess Omiya, To~ no Chu~jo~'s mother, who strongly disapproved of it. Poor Naka-tsukasa was thus left with her own sad thoughts, and tonight she sat forlornly apart from the others, leaning on an armrest. She had considered seeking a position elsewhere, but she was reluctant to take a step that would prevent her from seeing Genji again."
6,1,4,4,6010404,"    The two young men were both thinking of that koto earlier in the evening, and of that strange, sad house. To~ no Chu~jo~ was lost in a most unlikely reverie: suppose some very charming lady lived there and, with patience, he were to make her his, and to find her charming and sad beyond description--he would no doubt be swept away by very confused emotions. Genji's new adventure was certain to come to something."
6,1,4,5,6010405,"    Both seem to have written to the Hitachi princess. There were no answers. To~ no Chu~jo~ thought this silence deplorable and incomprehensible. What a man wanted was a woman who though impoverished had a keen and ready sensibility and let him guess her feelings by little notes and poems as the clouds passed and the grasses and blossoms came and went. The princess had been reared in seclusion, to be sure, but such extreme reticence was simply in bad taste. Of the two he was the more upset.
    A candid and open sort, he said to Genji:"
6,1,4,6,6010406," ""Have you had any answers from the Hitachi lady? I let a drop a hint or two myself, and I have not had a word in reply."""
6,1,4,7,6010407,    So it had happened. Genji smiled.
6,1,4,8,6010408," ""I have had none myself, perhaps because I have done nothing to deserve any."""
6,1,4,9,6010409,    It was an ambiguous answer which left his friend more restless than ever. He feared that the princess was playing favorites.
6,1,4,10,6010410,"    Genji was not in fact very interested in her, though he too found her silence annoying. He persisted in his efforts all the same. To~ no Chu~jo~ was an eloquent and persuasive young man, and Genji would not want to be rejected when he himself had made the first advances. He summoned Tayu~ for solemn"
6,1,4,11,6010411,"     ""It bothers me a great deal that she should be so unresponsive. Perhaps she judges me to be among the frivolous and inconstant ones. She is wrong. My feelings are unshakable. It is true that when a lady makes it known that she does not trust me I sometimes go a little astray. A lady who does trust me and who does not have a meddling family, a lady with whom I can be really comfortable, is the sort I find most pleasant."""
6,1,4,12,6010412,"     ""I fear, sir, that she is not your 'tree in the rain.'* She is not, I fear, what you are looking for. You do not often these days find such reserve. And she told him a little more about the princess."
6,1,4,13,6010413,"    ""From what you say, she Would not appear to be a lady with a very sand manner or very grand accomplishments. But the quiet, naive ones have a charm of their own.""  He was thinking of ""the evening face."""
6,1,4,14,6010414,"    He had come down with malaria,* and it was for him a time of secret longing; and so spring and summer passed."
6,1,5,1,6010501,"    Sunk in quiet thoughts as autumn came on, he even thought fondly of those fullers' blocks and of the foot pestle that had so disturbed his sleep. He sent frequent notes to the Hitachi princess, but there were still no answers. In his annoyance he almost felt that his honor was at stake. He must not be outdone."
6,1,5,2,6010502,"    He protested to Tayu~. ""What can this mean? I have never known anything like it."""
6,1,5,3,6010503,    She was sympathetic.
6,1,5,4,6010504," ""But you are not to hold me responsible, sir. I have not said anything to turn her against you. She is impossibly shy, and I can do nothing with her."""
6,1,5,5,6010505,"     ""Outrageously shy--that is what I am saying. When a lady has not reached the age of discretion or when she is not in a position to make decisions for herself, such shyness is not unreasonable. I am bored and lonely for no very good reason, and if she were to let me know that she shared my melancholy I would feel that I had not approached her in vain. If I might stand on that rather precarious veranda of hers, quite without a wish to go further, I would be satisfied. You must try to understand my feelings, though they may seem very odd to you, and take me to her even without her permission. I promise to do nothing that will upset either of you."""
6,1,5,6,6010506,
6,1,5,7,6010507,"    He seemed to take no great interest generally in the rumors he collected, thought Tayu~, and yet he seemed to be taking very great interest indeed in at least one of them. She had first mentioned the Hitachi princess only to keep the conversation from lagging.
    These repeated queries, so earnest and purposeful, had become a little tiresome. The lady was of no very great charm or talent, and did not seem right for him. If she, Tayu~, were to give in and become his intermediary, she might be an agent of great unhappiness for the poor lady, and if she refused she would seem unfeeling."
6,1,5,8,6010508,"    The house had been forgotten by the world even before Prince Hitachi died. Now there was no one at all to part the undergrowth. And suddenly light had come filtering in from a quite unexpected source, to delight the princess's lowborn women. She must definitely answer him, they said. But she was so maddeningly shy that she refused even to look at his notes."
6,1,5,9,6010509,"    Tayu~ made up her mind. She would find a suitable occasion to bring Genji to the princess's curtains, and if he did not care for her, that would be that. If by chance they were to strike up a brief friendship, no one could possibly reprove Tayu~ herself. She was a rather impulsive and headstrong young woman, and she does not seem to have told even her father."
6,1,5,10,6010510,    It was an evening toward the end of the Eighth Month when the moon was late in rising. The stars were bright and the wind sighed through the pine trees. The princess was talking sadly of old times. Tayu~ had judged the occasion a likely one and Genji had come in the usual secrecy.
6,1,5,11,6010511," The princess gazed uneasily at the decaying fence as the moon came up. Tayu~ persuaded her to play a soft strain on her koto, which was not at all displeasing. If only she could make the princess over even a little more into the hospitable modern sort, thought Tayu~, herself so willing in these matters. There was no one to challenge Genji as he made his way inside. He summoned Tayu~."
