Volume,Chapter,Paragraph,Line,LineId,Text
19,1,1,1,19010101, Life was sadder on the banks of the Oi as winter came on.
19,1,1,2,19010102,"    ""This cannot continue,""  said Genji. ""You must move nearer."""
19,1,1,3,19010103,    But the Akashi lady did not want to observe at close hand the coldness of which she had heard from afar. It would be the end of everything.
19,1,1,4,19010104,"    ""I must make arrangements for the child, then. I have plans for her, and they would come to nothing if I were to leave her here. I have discussed the matter with the lady in the west wing at Nijo~, who is most anxious to see her.""  Murasaki might be asked, he said, to arrange unostentatiously for the ritual bestowing of trousers."
19,1,1,5,19010105,"    The Akashi lady had long known that something of the sort was on his mind. This declaration brought matters to a climax, while adding greatly to the uncertainty."
19,1,1,6,19010106," ""I have no doubt that you mean to treat her as if her mother were the noblest of your ladies, but of course people are sure to know who she really is, and behave accordingly."""
19,1,1,7,19010107,
19,1,1,8,19010108,"    ""You need not have the slightest fear that she will be mistreated. It is a matter of very great unhappiness for the lady at Nijo~ that after all these years she has no children of her own. The former high priestess of Ise is already a grown lady, and yet the Nijo~ lady insists on treating her like a child. She is sure to adore your little girl. That is her way."""
19,1,1,9,19010109, He perhaps exaggerated Murasaki's maternal tendencies a little.
19,1,1,10,19010110,"    Rumors of his amorous adventuring had reached Akashi, where there had been speculation upon the sort of grand love affair that might finally bring it to an end. Now it did seem to have vanished without a trace. The bond from an earlier life must be a very strong one, and the lady herself a paragon. She would think it most impertinent of the Akashi lady to come forward. Well, thought the latter, she must drive her own affairs from her mind, and think only of the child, whose future lay before her. In that Murasaki was best qualified to advise. Genji had said that the humane thing would be to take the child away while she was still an infant, and no doubt he was right."
19,1,1,11,19010111," Yet she would worry, she knew, and what would she now have to relieve the tedium of her days? What reason Would Genji have to pay her the briefest and rarest visit? The only thing which seemed certain in this web of uncertainty was that she had been born under unhappy stars."
19,1,2,1,19010201,"    She consulted her mother, a very wise old lady."
19,1,2,2,19010202,"    ""You fret over things that are so simple. It will not be easy to live without her, I know, but it is her interest we must consider, and it is her interest, I have no doubt at all, that His Lordship is most concerned about. You must put your trust in him and let her go. Even when a child has the emperor himself for its father, the mother's station in life makes all the difference. Look at the case of His Lordship. He was the handsomest and the most gifted of them all, and still he was made a commoner. His maternal grandfather was just not important enough, and his mother was one of the lesser ladies at court. And if there are these distinctions among princes, think how much more extreme they are among us commoners."
19,1,2,3,19010203," Even the daughter of a prince or a minister is at a great disadvantage if her mother's family does not have influence. Her father cannot do the things that one might expect from his rank. Your own little girl can look forward to only one thing if a daughter is born to one of the grand ladies: she will be forgotten. The ones with a chance in the world are the ones whose parents give them that chance. I don't care how much we spend on her, no one is going to pay the slightest attention off here in the hills. No, you must turn her over to His Lordship and see what he means to do for her."""
19,1,2,4,19010204,
19,1,2,5,19010205,"    Through well-placed friends she consulted renowned fortunetellers and it was their uniform opinion, to her considerable distress, that the child should be put in Murasaki's charge."
19,1,2,6,19010206," Genji had of course long been of that opinion, but had not wished to seem unreasonable or importunate."
19,1,2,7,19010207,"    What did she propose, asked Genji, in the matter of the bestowing of trousers?"
19,1,2,8,19010208,
19,1,2,9,19010209,"    ""It is of course as you say. It would be quite unfair to leave the child with a useless person like myself. And yet I fear for her. Might they not make fun of her if you were to take her away with you?"""
19,1,2,10,19010210,    He felt very sorry for her indeed.
19,1,2,11,19010211,"    He had a propitious day selected and quietly saw to arrangements for the move. The thought of giving up the child was almost more than the lady could bear, but she held herself under tight control, trying to keep everything from her mind but the future that was spreading before the child."
19,1,2,12,19010212,"    ""And so you must leave?""  she said to the nurse. ""You have been my comfort through the loneliness and boredom. I shall be quite lost without you."""
19,1,2,13,19010213,    The nurse too was in tears.
19,1,2,14,19010214," ""We must reconcile ourselves, my lady, to what must be. I shall not forget your unfailing kindness since we came together so unexpectedly, and I know that we shall continue to think of each other. I refuse to accept it as a final parting. The prospect of going out among strangers is very frightening, and my comfort will be the thought that we will soon be near each other again."""
19,1,2,15,19010215,    The Twelfth Month came.
19,1,3,1,19010301,"    There were snow and sleet to add to the gloom. What sort of legacy was hers from other lives, asked the lady, that she must put up with so much in this one? She spent more time than ever with the little girl, combing her hair, changing her clothes."
19,1,3,2,19010302," On a dark morning of drifting snows she went to the veranda and gazed out at the ice on the river, and thought of what was past and what was to come. It was not like her to expose herself so. She preferred the inner rooms of the house. Warmed by several soft white robes, she sat lost in thought; and the molding of her head and the flow of her hair and robes made her women feel sure that the noblest lady in the land could not be lovelier."
19,1,3,3,19010303,"    She brushed away a tear and said to the nurse: ""This sort of weather will be even more trying now."
