"Volume","Volume_Title","Volume_Subtitle","Chapter","Chapter_Title","Paragraph","Paragraph_Title","Line"
"1","第一帖 桐壺","第一章　光る源氏前史の物語","1","第一章　光る源氏前史の物語","1","第一段　父帝と母桐壺更衣の物語",0
"1","第一帖 桐壺","第一章　光る源氏前史の物語","1","第一章　光る源氏前史の物語","2","第二段　御子誕生（一歳）",0
"1","第一帖 桐壺","第一章　光る源氏前史の物語","1","第一章　光る源氏前史の物語","3","第三段　若宮の御袴着（三歳）",0
"1","第一帖 桐壺","第一章　光る源氏前史の物語","1","第一章　光る源氏前史の物語","4","第四段　母御息所の死去",0
"1","第一帖 桐壺","第一章　光る源氏前史の物語","1","第一章　光る源氏前史の物語","5","第五段　故御息所の葬送",0
"1","第一帖 桐壺","第一章　光る源氏前史の物語","2","第二章　父帝悲秋の物語","1","第一段　父帝悲しみの日々",0
"1","第一帖 桐壺","第一章　光る源氏前史の物語","2","第二章　父帝悲秋の物語","2","第二段　靫負命婦の弔問",0
"1","第一帖 桐壺","第一章　光る源氏前史の物語","2","第二章　父帝悲秋の物語","3","第三段　命婦帰参",0
"1","第一帖 桐壺","第一章　光る源氏前史の物語","3","第三章　光る源氏の物語","1","第一段　若宮参内（四歳）",0
"1","第一帖 桐壺","第一章　光る源氏前史の物語","3","第三章　光る源氏の物語","2","第二段　読書始め（七歳）",0
"1","第一帖 桐壺","第一章　光る源氏前史の物語","3","第三章　光る源氏の物語","3","第三段　高麗人の観相、源姓賜わる",0
"1","第一帖 桐壺","第一章　光る源氏前史の物語","3","第三章　光る源氏の物語","4","第四段　先帝の四宮（藤壺）入内",0
"1","第一帖 桐壺","第一章　光る源氏前史の物語","3","第三章　光る源氏の物語","5","第五段　源氏、藤壺を思慕",0
"1","第一帖 桐壺","第一章　光る源氏前史の物語","3","第三章　光る源氏の物語","6","第六段　源氏元服（十二歳）",0
"1","第一帖 桐壺","第一章　光る源氏前史の物語","3","第三章　光る源氏の物語","7","第七段　源氏、左大臣家の娘（葵上）と結婚",0
"1","第一帖 桐壺","第一章　光る源氏前史の物語","3","第三章　光る源氏の物語","8","第八段　源氏、成人の後",0
"2","第二帖 帚木","","1","第一章　雨夜の品定めの物語","1","第一段　長雨の時節",0
"2","第二帖 帚木","","1","第一章　雨夜の品定めの物語","2","第二段　宮中の宿直所、光る源氏と頭中将",0
"2","第二帖 帚木","","1","第一章　雨夜の品定めの物語","3","第三段　左馬頭、藤式部丞ら女性談義に加わる",0
"2","第二帖 帚木","","1","第一章　雨夜の品定めの物語","4","第四段　女性論、左馬頭の結論",0
"2","第二帖 帚木","","2","第二章　女性体験談","1","第一段　女性体験談（左馬頭、嫉妬深い女の物語）",0
"2","第二帖 帚木","","2","第二章　女性体験談","2","第二段　左馬頭の体験談（浮気な女の物語）",0
"2","第二帖 帚木","","2","第二章　女性体験談","3","第三段　頭中将の体験談（常夏の女の物語）",0
"2","第二帖 帚木","","2","第二章　女性体験談","4","第四段　式部丞の体験談（畏れ多い女の物語）",0
"2","第二帖 帚木","","3","第三章　空蝉の物語","1","第一段　天気晴れる",0
"2","第二帖 帚木","","3","第三章　空蝉の物語","2","第二段　紀伊守邸への方違へ",0
"2","第二帖 帚木","","3","第三章　空蝉の物語","3","第三段　空蝉の寝所に忍び込む",0
"2","第二帖 帚木","","3","第三章　空蝉の物語","4","第四段　それから数日後",0
"3","第三帖 空蝉","光る源氏十七歳夏の物語","1","光る源氏十七歳夏の物語","1","第一段　空蝉の物語",0
"3","第三帖 空蝉","光る源氏十七歳夏の物語","1","光る源氏十七歳夏の物語","2","第二段　源氏、再度、紀伊守邸へ",0
"3","第三帖 空蝉","光る源氏十七歳夏の物語","1","光る源氏十七歳夏の物語","3","第三段　空蝉と軒端荻、碁を打つ",0
"3","第三帖 空蝉","光る源氏十七歳夏の物語","1","光る源氏十七歳夏の物語","4","第四段　空蝉逃れ、源氏、軒端荻と契る",0
"3","第三帖 空蝉","光る源氏十七歳夏の物語","1","光る源氏十七歳夏の物語","5","第五段　源氏、空蝉の脱ぎ捨てた衣を持って帰る",0
"4","第四帖 夕顔","光る源氏の十七歳夏から立冬の日までの物語","1","第一章　夕顔の物語　夏の物語","1","第一段　源氏、五条の大弐乳母を見舞う",0
"4","第四帖 夕顔","光る源氏の十七歳夏から立冬の日までの物語","1","第一章　夕顔の物語　夏の物語","2","第二段　数日後、夕顔の宿の報告",0
"4","第四帖 夕顔","光る源氏の十七歳夏から立冬の日までの物語","2","第二章　空蝉の物語","1","第一段　空蝉の夫、伊予国から上京す",0
"4","第四帖 夕顔","光る源氏の十七歳夏から立冬の日までの物語","3","第三章　六条の貴婦人の物語　初秋の物語","1","第一段　霧深き朝帰りの物語",0
"4","第四帖 夕顔","光る源氏の十七歳夏から立冬の日までの物語","4","第四章　夕顔の物語(2)　仲秋の物語","1","第一段　源氏、夕顔の宿に忍び通う",0
"4","第四帖 夕顔","光る源氏の十七歳夏から立冬の日までの物語","4","第四章　夕顔の物語(2)　仲秋の物語","2","第二段　八月十五夜の逢瀬",0
"4","第四帖 夕顔","光る源氏の十七歳夏から立冬の日までの物語","4","第四章　夕顔の物語(2)　仲秋の物語","3","第三段　なにがしの院に移る",0
"4","第四帖 夕顔","光る源氏の十七歳夏から立冬の日までの物語","4","第四章　夕顔の物語(2)　仲秋の物語","4","第四段　夜半、もののけ現われる",0
"4","第四帖 夕顔","光る源氏の十七歳夏から立冬の日までの物語","4","第四章　夕顔の物語(2)　仲秋の物語","5","第五段　源氏、二条院に帰る",0
"4","第四帖 夕顔","光る源氏の十七歳夏から立冬の日までの物語","4","第四章　夕顔の物語(2)　仲秋の物語","6","第六段　十七日夜、夕顔の葬送",0
"4","第四帖 夕顔","光る源氏の十七歳夏から立冬の日までの物語","4","第四章　夕顔の物語(2)　仲秋の物語","7","第七段　忌み明ける",0
"4","第四帖 夕顔","光る源氏の十七歳夏から立冬の日までの物語","5","第五章　空蝉の物語(2)","1","第一段　紀伊守邸の女たちと和歌の贈答",0
"4","第四帖 夕顔","光る源氏の十七歳夏から立冬の日までの物語","6","第六章　夕顔の物語(3)","1","第一段　四十九日忌の法要",0
"4","第四帖 夕顔","光る源氏の十七歳夏から立冬の日までの物語","7","第七章　空蝉の物語(3)","1","第一段　空蝉、伊予国に下る",0
"5","第五帖 若紫","光る源氏の十八歳春三月晦日から冬十月までの物語","1","第一章　紫上の物語　若紫の君登場、三月晦日から初夏四月までの物語","1","第一段　三月晦日、加持祈祷のため、北山に出向く",0
"5","第五帖 若紫","光る源氏の十八歳春三月晦日から冬十月までの物語","1","第一章　紫上の物語　若紫の君登場、三月晦日から初夏四月までの物語","2","第二段　山の景色や地方の話に気を紛らす",0
"5","第五帖 若紫","光る源氏の十八歳春三月晦日から冬十月までの物語","1","第一章　紫上の物語　若紫の君登場、三月晦日から初夏四月までの物語","3","第三段　源氏、若紫の君を発見す",0
"5","第五帖 若紫","光る源氏の十八歳春三月晦日から冬十月までの物語","1","第一章　紫上の物語　若紫の君登場、三月晦日から初夏四月までの物語","4","第四段　若紫の君の素性を聞く",0
"5","第五帖 若紫","光る源氏の十八歳春三月晦日から冬十月までの物語","1","第一章　紫上の物語　若紫の君登場、三月晦日から初夏四月までの物語","5","第五段　翌日、迎えの人々と共に帰京",0
"5","第五帖 若紫","光る源氏の十八歳春三月晦日から冬十月までの物語","1","第一章　紫上の物語　若紫の君登場、三月晦日から初夏四月までの物語","6","第六段　内裏と左大臣邸に参る",0
"5","第五帖 若紫","光る源氏の十八歳春三月晦日から冬十月までの物語","1","第一章　紫上の物語　若紫の君登場、三月晦日から初夏四月までの物語","7","第七段　北山へ手紙を贈る",0
"5","第五帖 若紫","光る源氏の十八歳春三月晦日から冬十月までの物語","2","第二章　藤壺の物語　夏の密通と妊娠の苦悩物語","1","第一段　夏四月の短夜の密通事件",0
"5","第五帖 若紫","光る源氏の十八歳春三月晦日から冬十月までの物語","2","第二章　藤壺の物語　夏の密通と妊娠の苦悩物語","2","第二段　妊娠三月となる",0
"5","第五帖 若紫","光る源氏の十八歳春三月晦日から冬十月までの物語","2","第二章　藤壺の物語　夏の密通と妊娠の苦悩物語","3","第三段　初秋七月に藤壺宮中に戻る",0
"5","第五帖 若紫","光る源氏の十八歳春三月晦日から冬十月までの物語","3","第三章　紫上の物語(2)　若紫の君、源氏の二条院邸に盗み出される物語","1","第一段　紫の君、六条京極の邸に戻る",0
"5","第五帖 若紫","光る源氏の十八歳春三月晦日から冬十月までの物語","3","第三章　紫上の物語(2)　若紫の君、源氏の二条院邸に盗み出される物語","2","第二段　尼君死去し寂寥と孤独の日々",0
"5","第五帖 若紫","光る源氏の十八歳春三月晦日から冬十月までの物語","3","第三章　紫上の物語(2)　若紫の君、源氏の二条院邸に盗み出される物語","3","第三段　源氏、紫の君を盗み取る",0
"6","第六帖 末摘花","光る源氏の十八歳春正月十六日頃から十九歳春正月八日頃までの物語","1","第一章　末摘花の物語","1","第一段　亡き夕顔追慕",0
"6","第六帖 末摘花","光る源氏の十八歳春正月十六日頃から十九歳春正月八日頃までの物語","1","第一章　末摘花の物語","2","第二段　故常陸宮の姫君の噂",0
"6","第六帖 末摘花","光る源氏の十八歳春正月十六日頃から十九歳春正月八日頃までの物語","1","第一章　末摘花の物語","3","第三段　新春正月十六日の夜に姫君の琴を聴く",0
"6","第六帖 末摘花","光る源氏の十八歳春正月十六日頃から十九歳春正月八日頃までの物語","1","第一章　末摘花の物語","4","第四段　頭中将とともに左大臣邸へ行く",0
"6","第六帖 末摘花","光る源氏の十八歳春正月十六日頃から十九歳春正月八日頃までの物語","1","第一章　末摘花の物語","5","第五段　秋八月二十日過ぎ常陸宮の姫君と逢う",0
"6","第六帖 末摘花","光る源氏の十八歳春正月十六日頃から十九歳春正月八日頃までの物語","1","第一章　末摘花の物語","6","第六段　その後、訪問なく秋が過ぎる",0
"6","第六帖 末摘花","光る源氏の十八歳春正月十六日頃から十九歳春正月八日頃までの物語","1","第一章　末摘花の物語","7","第七段　冬の雪の激しく降る日に訪問",0
"6","第六帖 末摘花","光る源氏の十八歳春正月十六日頃から十九歳春正月八日頃までの物語","1","第一章　末摘花の物語","8","第八段　翌朝、姫君の醜貌を見る",0
"6","第六帖 末摘花","光る源氏の十八歳春正月十六日頃から十九歳春正月八日頃までの物語","1","第一章　末摘花の物語","9","第九段　歳末に姫君から和歌と衣箱が届けられる",0
"6","第六帖 末摘花","光る源氏の十八歳春正月十六日頃から十九歳春正月八日頃までの物語","1","第一章　末摘花の物語","10","第十段　正月七日夜常陸宮邸に泊まる",0
"6","第六帖 末摘花","光る源氏の十八歳春正月十六日頃から十九歳春正月八日頃までの物語","2","第二章　若紫の物語","1","第一段　紫の君と鼻を赤く塗って戯れる",0
"7","第七帖 紅葉賀","光る源氏の十八歳冬十月から十九歳秋七月までの宰相兼中将時代の物語","1","第一章　藤壺の物語　源氏、藤壺の御前で青海波を舞う","1","第一段　御前の試楽",0
"7","第七帖 紅葉賀","光る源氏の十八歳冬十月から十九歳秋七月までの宰相兼中将時代の物語","1","第一章　藤壺の物語　源氏、藤壺の御前で青海波を舞う","2","第二段　試楽の翌日、源氏藤壺と和歌を贈答",0
"7","第七帖 紅葉賀","光る源氏の十八歳冬十月から十九歳秋七月までの宰相兼中将時代の物語","1","第一章　藤壺の物語　源氏、藤壺の御前で青海波を舞う","3","第三段　十月十余日、朱雀院へ行幸",0
"7","第七帖 紅葉賀","光る源氏の十八歳冬十月から十九歳秋七月までの宰相兼中将時代の物語","1","第一章　藤壺の物語　源氏、藤壺の御前で青海波を舞う","4","第四段　葵の上、源氏の態度を不快に思う",0
"7","第七帖 紅葉賀","光る源氏の十八歳冬十月から十九歳秋七月までの宰相兼中将時代の物語","2","第二章　紫の物語　源氏、紫の君に心慰める","1","第一段　紫の君、源氏を慕う",0
"7","第七帖 紅葉賀","光る源氏の十八歳冬十月から十九歳秋七月までの宰相兼中将時代の物語","2","第二章　紫の物語　源氏、紫の君に心慰める","2","第二段　藤壺の三条宮邸に見舞う",0
"7","第七帖 紅葉賀","光る源氏の十八歳冬十月から十九歳秋七月までの宰相兼中将時代の物語","2","第二章　紫の物語　源氏、紫の君に心慰める","3","第三段　故祖母君の服喪明ける",0
"7","第七帖 紅葉賀","光る源氏の十八歳冬十月から十九歳秋七月までの宰相兼中将時代の物語","2","第二章　紫の物語　源氏、紫の君に心慰める","4","第四段　新年を迎える",0
"7","第七帖 紅葉賀","光る源氏の十八歳冬十月から十九歳秋七月までの宰相兼中将時代の物語","3","第三章　藤壺の物語（二）　二月に男皇子を出産","1","第一段　左大臣邸に赴く",0
"7","第七帖 紅葉賀","光る源氏の十八歳冬十月から十九歳秋七月までの宰相兼中将時代の物語","3","第三章　藤壺の物語（二）　二月に男皇子を出産","2","第二段　二月十余日、藤壺に皇子誕生",0
"7","第七帖 紅葉賀","光る源氏の十八歳冬十月から十九歳秋七月までの宰相兼中将時代の物語","3","第三章　藤壺の物語（二）　二月に男皇子を出産","3","第三段　藤壺、皇子を伴って四月に宮中に戻る",0
"7","第七帖 紅葉賀","光る源氏の十八歳冬十月から十九歳秋七月までの宰相兼中将時代の物語","3","第三章　藤壺の物語（二）　二月に男皇子を出産","4","第四段　源氏、紫の君に心を慰める",0
"7","第七帖 紅葉賀","光る源氏の十八歳冬十月から十九歳秋七月までの宰相兼中将時代の物語","4","第四章　源典侍の物語　老女との好色事件","1","第一段　源典侍の風評",0
"7","第七帖 紅葉賀","光る源氏の十八歳冬十月から十九歳秋七月までの宰相兼中将時代の物語","4","第四章　源典侍の物語　老女との好色事件","2","第二段　源氏、源典侍と和歌を詠み交わす",0
"7","第七帖 紅葉賀","光る源氏の十八歳冬十月から十九歳秋七月までの宰相兼中将時代の物語","4","第四章　源典侍の物語　老女との好色事件","3","第三段　温明殿付近で密会中、頭中将に発見され脅される",0
"7","第七帖 紅葉賀","光る源氏の十八歳冬十月から十九歳秋七月までの宰相兼中将時代の物語","4","第四章　源典侍の物語　老女との好色事件","4","第四段　翌日、源氏と頭中将と宮中で応酬しあう",0
"7","第七帖 紅葉賀","光る源氏の十八歳冬十月から十九歳秋七月までの宰相兼中将時代の物語","5","第五章　藤壺の物語（三）　秋、藤壺は中宮、源氏は宰相となる","1","第一段　七月に藤壺女御、中宮に立つ",0
"8","第八帖 花宴","光る源氏二十歳春二月二十余日から三月二十余日までの宰相兼中将時代の物語","1","朧月夜の君物語　春の夜の出逢いの物語","1","第一段　二月二十余日、紫宸殿の桜花の宴",0
"8","第八帖 花宴","光る源氏二十歳春二月二十余日から三月二十余日までの宰相兼中将時代の物語","1","朧月夜の君物語　春の夜の出逢いの物語","2","第二段　宴の後、朧月夜の君と出逢う",0
"8","第八帖 花宴","光る源氏二十歳春二月二十余日から三月二十余日までの宰相兼中将時代の物語","1","朧月夜の君物語　春の夜の出逢いの物語","3","第三段　桜宴の翌日、昨夜の女性の素性を知りたがる",0
"8","第八帖 花宴","光る源氏二十歳春二月二十余日から三月二十余日までの宰相兼中将時代の物語","1","朧月夜の君物語　春の夜の出逢いの物語","4","第四段　紫の君の理想的成長ぶり、葵の上との夫婦仲不仲",0
"8","第八帖 花宴","光る源氏二十歳春二月二十余日から三月二十余日までの宰相兼中将時代の物語","1","朧月夜の君物語　春の夜の出逢いの物語","5","第五段　三月二十余日、右大臣邸の藤花の宴",0
"9","第九帖 葵","光る源氏の二十二歳春から二十三歳正月まで近衛大将時代の物語","1","第一章　六条御息所の物語　御禊見物の車争いの物語","1","第一段　朱雀帝即位後の光る源氏",0
"9","第九帖 葵","光る源氏の二十二歳春から二十三歳正月まで近衛大将時代の物語","1","第一章　六条御息所の物語　御禊見物の車争いの物語","2","第二段　新斎院御禊の見物",0
"9","第九帖 葵","光る源氏の二十二歳春から二十三歳正月まで近衛大将時代の物語","1","第一章　六条御息所の物語　御禊見物の車争いの物語","3","第三段　賀茂祭の当日、紫の君と見物",0
"9","第九帖 葵","光る源氏の二十二歳春から二十三歳正月まで近衛大将時代の物語","2","第二章　葵の上の物語　六条御息所がもののけとなってとり憑く物語","1","第一段　車争い後の六条御息所",0
"9","第九帖 葵","光る源氏の二十二歳春から二十三歳正月まで近衛大将時代の物語","2","第二章　葵の上の物語　六条御息所がもののけとなってとり憑く物語","2","第二段　源氏、御息所を旅所に見舞う",0
"9","第九帖 葵","光る源氏の二十二歳春から二十三歳正月まで近衛大将時代の物語","2","第二章　葵の上の物語　六条御息所がもののけとなってとり憑く物語","3","第三段　葵の上に御息所のもののけ出現する",0
"9","第九帖 葵","光る源氏の二十二歳春から二十三歳正月まで近衛大将時代の物語","2","第二章　葵の上の物語　六条御息所がもののけとなってとり憑く物語","4","第四段　斎宮、秋に宮中の初斎院に入る",0
"9","第九帖 葵","光る源氏の二十二歳春から二十三歳正月まで近衛大将時代の物語","2","第二章　葵の上の物語　六条御息所がもののけとなってとり憑く物語","5","第五段　葵の上、男子を出産",0
"9","第九帖 葵","光る源氏の二十二歳春から二十三歳正月まで近衛大将時代の物語","2","第二章　葵の上の物語　六条御息所がもののけとなってとり憑く物語","6","第六段　秋の司召の夜、葵の上死去する",0
"9","第九帖 葵","光る源氏の二十二歳春から二十三歳正月まで近衛大将時代の物語","2","第二章　葵の上の物語　六条御息所がもののけとなってとり憑く物語","7","第七段　葵の上の葬送とその後",0
"9","第九帖 葵","光る源氏の二十二歳春から二十三歳正月まで近衛大将時代の物語","2","第二章　葵の上の物語　六条御息所がもののけとなってとり憑く物語","8","第八段　三位中将と故人を追慕する",0
"9","第九帖 葵","光る源氏の二十二歳春から二十三歳正月まで近衛大将時代の物語","2","第二章　葵の上の物語　六条御息所がもののけとなってとり憑く物語","9","第九段　源氏、左大臣邸を辞去する",0
"9","第九帖 葵","光る源氏の二十二歳春から二十三歳正月まで近衛大将時代の物語","3","第三章　紫の君の物語　新手枕の物語","1","第一段　源氏、紫の君と新手枕を交わす",0
"9","第九帖 葵","光る源氏の二十二歳春から二十三歳正月まで近衛大将時代の物語","3","第三章　紫の君の物語　新手枕の物語","2","第二段　結婚の儀式の夜",0
"9","第九帖 葵","光る源氏の二十二歳春から二十三歳正月まで近衛大将時代の物語","3","第三章　紫の君の物語　新手枕の物語","3","第三段　新年の参賀と左大臣邸へ挨拶回り",0
"10","第十帖 賢木","光る源氏の二十三歳秋九月から二十五歳夏まで近衛大将時代の物語","1","第一章　六条御息所の物語　秋の別れと伊勢下向の物語","1","第一段　六条御息所、伊勢下向を決意",0
"10","第十帖 賢木","光る源氏の二十三歳秋九月から二十五歳夏まで近衛大将時代の物語","1","第一章　六条御息所の物語　秋の別れと伊勢下向の物語","2","第二段　野の宮訪問と暁の別れ",0
"10","第十帖 賢木","光る源氏の二十三歳秋九月から二十五歳夏まで近衛大将時代の物語","1","第一章　六条御息所の物語　秋の別れと伊勢下向の物語","3","第三段　伊勢下向の日決定",0
"10","第十帖 賢木","光る源氏の二十三歳秋九月から二十五歳夏まで近衛大将時代の物語","1","第一章　六条御息所の物語　秋の別れと伊勢下向の物語","4","第四段　斎宮、宮中へ向かう",0
"10","第十帖 賢木","光る源氏の二十三歳秋九月から二十五歳夏まで近衛大将時代の物語","1","第一章　六条御息所の物語　秋の別れと伊勢下向の物語","5","第五段　斎宮、伊勢へ向かう",0
"10","第十帖 賢木","光る源氏の二十三歳秋九月から二十五歳夏まで近衛大将時代の物語","2","第二章　光る源氏の物語　父桐壺帝の崩御","1","第一段　十月、桐壺院、重体となる",0
"10","第十帖 賢木","光る源氏の二十三歳秋九月から二十五歳夏まで近衛大将時代の物語","2","第二章　光る源氏の物語　父桐壺帝の崩御","2","第二段　十一月一日、桐壺院、崩御",0
"10","第十帖 賢木","光る源氏の二十三歳秋九月から二十五歳夏まで近衛大将時代の物語","2","第二章　光る源氏の物語　父桐壺帝の崩御","3","第三段　諒闇の新年となる",0
"10","第十帖 賢木","光る源氏の二十三歳秋九月から二十五歳夏まで近衛大将時代の物語","2","第二章　光る源氏の物語　父桐壺帝の崩御","4","第四段　源氏朧月夜と逢瀬を重ねる",0
"10","第十帖 賢木","光る源氏の二十三歳秋九月から二十五歳夏まで近衛大将時代の物語","3","第三章　藤壺の物語　塗籠事件","1","第一段　源氏、再び藤壺に迫る",0
"10","第十帖 賢木","光る源氏の二十三歳秋九月から二十五歳夏まで近衛大将時代の物語","3","第三章　藤壺の物語　塗籠事件","2","第二段　藤壺、出家を決意",0
"10","第十帖 賢木","光る源氏の二十三歳秋九月から二十五歳夏まで近衛大将時代の物語","4","第四章　光る源氏の物語　雲林院参籠","1","第一段　秋、雲林院に参籠",0
"10","第十帖 賢木","光る源氏の二十三歳秋九月から二十五歳夏まで近衛大将時代の物語","4","第四章　光る源氏の物語　雲林院参籠","2","第二段　朝顔斎院と和歌を贈答",0
"10","第十帖 賢木","光る源氏の二十三歳秋九月から二十五歳夏まで近衛大将時代の物語","4","第四章　光る源氏の物語　雲林院参籠","3","第三段　源氏、二条院に帰邸",0
"10","第十帖 賢木","光る源氏の二十三歳秋九月から二十五歳夏まで近衛大将時代の物語","4","第四章　光る源氏の物語　雲林院参籠","4","第四段　朱雀帝と対面",0
"10","第十帖 賢木","光る源氏の二十三歳秋九月から二十五歳夏まで近衛大将時代の物語","4","第四章　光る源氏の物語　雲林院参籠","5","第五段　藤壺に挨拶",0
"10","第十帖 賢木","光る源氏の二十三歳秋九月から二十五歳夏まで近衛大将時代の物語","4","第四章　光る源氏の物語　雲林院参籠","6","第六段　初冬のころ、源氏朧月夜と和歌贈答",0
"10","第十帖 賢木","光る源氏の二十三歳秋九月から二十五歳夏まで近衛大将時代の物語","5","第五章　藤壺の物語　法華八講主催と出家","1","第一段　十一月一日、故桐壺院の御国忌",0
"10","第十帖 賢木","光る源氏の二十三歳秋九月から二十五歳夏まで近衛大将時代の物語","5","第五章　藤壺の物語　法華八講主催と出家","2","第二段　十二月十日過ぎ、藤壺、法華八講主催の後、出家す",0
"10","第十帖 賢木","光る源氏の二十三歳秋九月から二十五歳夏まで近衛大将時代の物語","5","第五章　藤壺の物語　法華八講主催と出家","3","第三段　後に残された源氏",0
"10","第十帖 賢木","光る源氏の二十三歳秋九月から二十五歳夏まで近衛大将時代の物語","6","第六章　光る源氏の物語　寂寥の日々","1","第一段　諒闇明けの新年を迎える",0
"10","第十帖 賢木","光る源氏の二十三歳秋九月から二十五歳夏まで近衛大将時代の物語","6","第六章　光る源氏の物語　寂寥の日々","2","第二段　源氏一派の人々の不遇",0
"10","第十帖 賢木","光る源氏の二十三歳秋九月から二十五歳夏まで近衛大将時代の物語","6","第六章　光る源氏の物語　寂寥の日々","3","第三段　韻塞ぎに無聊を送る",0
"10","第十帖 賢木","光る源氏の二十三歳秋九月から二十五歳夏まで近衛大将時代の物語","7","第七章　朧月夜の物語　村雨の紛れの密会露見","1","第一段　源氏、朧月夜と密会中、右大臣に発見される",0
"10","第十帖 賢木","光る源氏の二十三歳秋九月から二十五歳夏まで近衛大将時代の物語","7","第七章　朧月夜の物語　村雨の紛れの密会露見","2","第二段　右大臣、源氏追放を画策する",0
"11","第十一帖 花散里","光る源氏の二十五歳夏、近衛大将時代の物語","1","花散里の物語","1","第一段　花散里訪問を決意",0
"11","第十一帖 花散里","光る源氏の二十五歳夏、近衛大将時代の物語","1","花散里の物語","2","第二段　中川の女と和歌を贈答",0
"11","第十一帖 花散里","光る源氏の二十五歳夏、近衛大将時代の物語","1","花散里の物語","3","第三段　姉麗景殿女御と昔を語る",0
"11","第十一帖 花散里","光る源氏の二十五歳夏、近衛大将時代の物語","1","花散里の物語","4","第四段　花散里を訪問",0
"12","第十二帖 須磨","光る源氏の二十六歳春三月下旬から二十七歳春三月上巳日まで無位無官時代の都と須磨の物語","1","第一章　光る源氏の物語　逝く春と離別の物語","1","第一段　源氏、須磨退去を決意",0
"12","第十二帖 須磨","光る源氏の二十六歳春三月下旬から二十七歳春三月上巳日まで無位無官時代の都と須磨の物語","1","第一章　光る源氏の物語　逝く春と離別の物語","2","第二段　左大臣邸に離京の挨拶",0
"12","第十二帖 須磨","光る源氏の二十六歳春三月下旬から二十七歳春三月上巳日まで無位無官時代の都と須磨の物語","1","第一章　光る源氏の物語　逝く春と離別の物語","3","第三段　二条院の人々との離別",0
"12","第十二帖 須磨","光る源氏の二十六歳春三月下旬から二十七歳春三月上巳日まで無位無官時代の都と須磨の物語","1","第一章　光る源氏の物語　逝く春と離別の物語","4","第四段　花散里邸に離京の挨拶",0
"12","第十二帖 須磨","光る源氏の二十六歳春三月下旬から二十七歳春三月上巳日まで無位無官時代の都と須磨の物語","1","第一章　光る源氏の物語　逝く春と離別の物語","5","第五段　旅生活の準備と身辺整理",0
"12","第十二帖 須磨","光る源氏の二十六歳春三月下旬から二十七歳春三月上巳日まで無位無官時代の都と須磨の物語","1","第一章　光る源氏の物語　逝く春と離別の物語","6","第六段　藤壺に離京の挨拶",0
"12","第十二帖 須磨","光る源氏の二十六歳春三月下旬から二十七歳春三月上巳日まで無位無官時代の都と須磨の物語","1","第一章　光る源氏の物語　逝く春と離別の物語","7","第七段　桐壺院の御墓に離京の挨拶",0
"12","第十二帖 須磨","光る源氏の二十六歳春三月下旬から二十七歳春三月上巳日まで無位無官時代の都と須磨の物語","1","第一章　光る源氏の物語　逝く春と離別の物語","8","第八段　東宮に離京の挨拶",0
"12","第十二帖 須磨","光る源氏の二十六歳春三月下旬から二十七歳春三月上巳日まで無位無官時代の都と須磨の物語","1","第一章　光る源氏の物語　逝く春と離別の物語","9","第九段　離京の当日",0
"12","第十二帖 須磨","光る源氏の二十六歳春三月下旬から二十七歳春三月上巳日まで無位無官時代の都と須磨の物語","2","第二章　光る源氏の物語　夏の長雨と鬱屈の物語","1","第一段　須磨の住居",0
"12","第十二帖 須磨","光る源氏の二十六歳春三月下旬から二十七歳春三月上巳日まで無位無官時代の都と須磨の物語","2","第二章　光る源氏の物語　夏の長雨と鬱屈の物語","2","第二段　京の人々へ手紙",0
"12","第十二帖 須磨","光る源氏の二十六歳春三月下旬から二十七歳春三月上巳日まで無位無官時代の都と須磨の物語","2","第二章　光る源氏の物語　夏の長雨と鬱屈の物語","3","第三段　伊勢の御息所へ手紙",0
"12","第十二帖 須磨","光る源氏の二十六歳春三月下旬から二十七歳春三月上巳日まで無位無官時代の都と須磨の物語","2","第二章　光る源氏の物語　夏の長雨と鬱屈の物語","4","第四段　朧月夜尚侍参内する",0
"12","第十二帖 須磨","光る源氏の二十六歳春三月下旬から二十七歳春三月上巳日まで無位無官時代の都と須磨の物語","3","第三章　光る源氏の物語　須磨の秋の物語","1","第一段　須磨の秋",0
"12","第十二帖 須磨","光る源氏の二十六歳春三月下旬から二十七歳春三月上巳日まで無位無官時代の都と須磨の物語","3","第三章　光る源氏の物語　須磨の秋の物語","2","第二段　配所の月を眺める",0
"12","第十二帖 須磨","光る源氏の二十六歳春三月下旬から二十七歳春三月上巳日まで無位無官時代の都と須磨の物語","3","第三章　光る源氏の物語　須磨の秋の物語","3","第三段　筑紫五節と和歌贈答",0
"12","第十二帖 須磨","光る源氏の二十六歳春三月下旬から二十七歳春三月上巳日まで無位無官時代の都と須磨の物語","3","第三章　光る源氏の物語　須磨の秋の物語","4","第四段　都の人々の生活",0
"12","第十二帖 須磨","光る源氏の二十六歳春三月下旬から二十七歳春三月上巳日まで無位無官時代の都と須磨の物語","3","第三章　光る源氏の物語　須磨の秋の物語","5","第五段　須磨の生活",0
"12","第十二帖 須磨","光る源氏の二十六歳春三月下旬から二十七歳春三月上巳日まで無位無官時代の都と須磨の物語","3","第三章　光る源氏の物語　須磨の秋の物語","6","第六段　明石入道の娘",0
