"Volume","Chapter","Paragraph","Line","LineId","Text"
"21","1","1","1","21010101","&nbsp;&nbsp;Tosi kahari te&#44; Miya no ohom-hate mo sugi nure ba&#44; yononaka iro aratamari te&#44; koromogahe no hodo nado mo imamekasiki wo&#44; masite maturi no koro ha&#44; ohokata no sora no kesiki kokoti yoge naru ni&#44; sakino-Saiwin ha turedure to nagame tamahu wo&#44; mahe naru katura no sitakaze&#44; natukasiki ni tuke te mo&#44; wakaki hitobito ha omohi iduru koto-domo aru ni&#44; Ohotono yori&#44;"
"21","1","1","2","21010102","&nbsp;&nbsp;&#34;Misogi no hi ha&#44; ikani nodoyaka ni obosa ru ram?&#34;"
"21","1","1","3","21010103","&nbsp;&nbsp;to&#44; toburahi kikoye sase tamahe ri."
"21","1","1","4","21010104","&nbsp;&nbsp;&#34;Kehu ha&#44;"
"21","1","1","5","21010105","&nbsp;&nbsp;&nbsp;&nbsp;Kakeki ya ha kahase no nami mo tatikaheri<BR>&nbsp;&nbsp;&nbsp;&nbsp;kimi ga misogi no hudi no yature wo"
"21","1","1","6","21010106","&nbsp;&nbsp;Murasaki no kami&#44; tatebumi sukuyoka ni te&#44; hudi no hana ni tuke tamahe ri. Wori no ahare nare ba&#44; ohom-kaheri ari."
"21","1","1","7","21010107","&nbsp;&nbsp;&nbsp;&nbsp;&#34;Hudigoromo ki si ha kinohu to omohu ma ni<BR>&nbsp;&nbsp;&nbsp;&nbsp;kehu ha misogi no se ni kaharu yo wo"
"21","1","1","8","21010108","&nbsp;&nbsp;hakanaku.&#34;"
"21","1","1","9","21010109","&nbsp;&nbsp;to bakari aru wo&#44; rei no&#44; ohom-me tome tamahi te mi ohasu."
"21","1","1","10","21010110","&nbsp;&nbsp;Ohom-bukunahosi no hodo nado ni mo&#44; Senzi no moto ni&#44; tokoroseki made&#44; obosi yare ru koto-domo aru wo&#44; Win ha migurusiki koto ni obosi notamahe do&#44;"
"21","1","1","11","21010111","&nbsp;&nbsp;&#34;Wokasiyaka ni&#44; kesikibame ru ohom-humi nado no ara ba koso&#44; tokaku mo kikoye kahesa me&#44; tosigoro mo&#44; ohoyakezama no woriwori no ohom-toburahi nado ha kikoye narahasi tamahi te&#44; ito mameyaka nare ba&#44; ikagaha kikoye mo magirahasu bekara m?&#34;"
"21","1","1","12","21010112","&nbsp;&nbsp;to&#44; mote-wadurahu besi."
"21","1","2","1","21010201","&nbsp;&nbsp;Womna-Gonomiya no ohom-kata ni mo&#44; kayau ni wori sugusa zu kikoye tamahe ba&#44; ito ahare ni&#44;"
"21","1","2","2","21010202","&nbsp;&nbsp;&#34;Kono Kimi no&#44; kinohu kehu no tigo to omohi si wo&#44; kaku otonabi te&#44; toburahi tamahu koto. Katati no ito mo kiyora naru ni sohe te&#44; kokoro sahe koso hito ni ha koto ni ohiide tamahe re!&#34;"
"21","1","2","3","21010203","&nbsp;&nbsp;to&#44; home kikoye tamahu wo&#44; wakaki hitobito ha warahi kikoyu."
"21","1","2","4","21010204","&nbsp;&nbsp;Konata ni mo taimen si tamahu wori ha&#44;"
"21","1","2","5","21010205","&nbsp;&nbsp;&#34;Kono Otodo no&#44; kaku ito nemgoro ni kikoye tamahu meru wo&#44; nanika&#44; ima hazime taru mi-kokorozasi ni mo ara zu. Ko-Miya mo&#44; sudi koto ni nari tamahi te&#44; e mi tatematuri tamaha nu nageki wo si tamahi te ha&#44; omohitati si koto wo anagati ni mote-hanare tamahi si koto nado&#44; notamahi ide tutu&#44; kuyasige ni koso obosi tari si woriwori ari sika."
"21","1","2","6","21010206","&nbsp;&nbsp;Saredo&#44; ko-Ohotono no Himegimi monose rare si kagiri ha&#44; Samnomiya no omohi tamaha m koto no itohosisa ni&#44; tokaku koto sohe kikoyuru koto mo nakari si nari. Ima ha&#44; sono yamgotonaku e sara nu sudi nite monose rare si hito sahe&#44; nakunara re ni sika ba&#44; geni&#44; nadote kaha&#44; sayau nite ohase masi mo asikaru mazi to uti-oboye haberu ni mo&#44; saragaheri te kaku nemgoro ni kikoye tamahu mo&#44; sarubeki ni mo ara m to nam omohi haberu.&#34;"
"21","1","2","7","21010207","&nbsp;&nbsp;nado&#44; ito kotai ni kikoye tamahu wo&#44; kokorodukinasi to obosi te&#44;"
"21","1","2","8","21010208","&nbsp;&nbsp;&#34;Ko-Miya ni mo&#44; sika kokorogohaki mono ni omoha re tatematuri te sugi haberi ni si wo&#44; imasara ni&#44; mata yo ni nabiki habera m mo&#44; ito tukinaki koto ni nam.&#34;"
"21","1","2","9","21010209","&nbsp;&nbsp;to kikoye tamahi te&#44; hadukasige naru mi-kesiki nare ba&#44; sihite mo e kikoe omomuke tamaha zu."
