"Volume","Chapter","Paragraph","Line","LineId","Text"
"12","1","1","1","12010101","&nbsp;&nbsp;Yononaka&#44; ito wadurahasiku&#44; hasitanaki koto nomi masare ba&#44; &#34;Semete sirazugaho ni ari he te mo&#44; kore yori masaru koto mo ya?&#34; to obosi nari nu."
"12","1","1","2","12010102","&nbsp;&nbsp;&#34;Kano suma ha&#44; mukasi koso hito no sumika nado mo ari kere&#44; ima ha&#44; ito sato hanare kokorosugoku te&#44; ama no ihe dani mare ni.&#34; nado kiki tamahe do&#44; &#34;Hito sigeku&#44; hitatake tara m sumahi ha&#44; ito ho'i nakaru besi. Saritote&#44; miyako wo tohozakara m mo&#44; hurusato obotukanakaru beki wo&#34;&#44; hitowaruku zo obosi midaruru."
"12","1","1","3","12010103","&nbsp;&nbsp;Yorodu no koto&#44; kisikata yukusuwe&#44; omohi tuduke tamahu ni&#44; kanasiki koto ito samazama nari. Uki mono to omohi sute turu yo mo&#44; ima ha to sumi hanare na m koto wo obosu ni ha&#44; ito sute gataki koto ohokaru naka ni mo&#44; Himegimi no&#44; akekure ni sohe te ha&#44; omohi nageki tamahe ru sama no&#44; kokorogurusiu ahare naru wo&#44; "
"12","1","1","4","12010104","&#34;Yuki meguri te mo&#44; mata ahi mi m koto wo kanarazu.&#34; to&#44; obosa m nite dani&#44; naho hitohi&#44; hutuka no hodo&#44; yosoyoso ni akasi kurasu woriwori dani&#44; obotukanaki mono ni oboye&#44; Womnagimi mo kokorobosou nomi omohi tamahe ru wo&#44; &#34;Ikutose sono hodo to kagiri aru miti ni mo ara zu&#44; ahu wo kagiri ni hedatari yuka m mo&#44; sadame naki yo ni&#44; yagate wakaru beki kadode ni mo ya?&#34; to&#44; imiziu oboye tamahe ba&#44; &#34;Sinobi te morotomoni mo ya?&#34; to&#44; obosi yoru wori are do&#44; saru kokorobosokara m umidura no&#44; namikaze yori hoka ni tatimaziru hito mo nakara m ni&#44; kaku rautaki ohom-sama nite&#44; hiki-gusi tamahe ra m mo&#44; ito tukinaku&#44; waga kokoro ni mo&#44; &#34;Nakanaka&#44; monoomohi no tuma naru beki wo.&#34; nado obosi kahesu wo&#44; Womnagimi ha&#44; &#34;Imizikara m miti ni mo&#44; okure kikoye zu dani ara ba.&#34; to&#44; omomuke te&#44; uramesige ni oboi tari."
"12","1","1","5","12010105","&nbsp;&nbsp;Kano Hanatirusato ni mo&#44; ohasi kayohu koto koso marenare&#44; kokorobosoku ahare naru ohom-arisama wo&#44; kono ohom-kage ni kakure te monosi tamahe ba&#44; obosi nageki taru sama mo&#44; ito kotowari nari. Nahozari nite mo&#44; honoka ni mi tatematuri kayohi tamahi si tokorodokoro&#44; hito sire nu kokoro wo kudaki tamahu hito zo ohokari keru."
"12","1","1","6","12010106","&nbsp;&nbsp;Nihudau-no-Miya yori mo&#44; &#34;Mono no kikoye ya&#44; mata ikaga torinasa m?&#34; to&#44; waga ohom-tame tutumasikere do&#44; sinobi tutu ohom-toburahi tune ni ari. &#34;Mukasi&#44; kayau ni ahi obosi&#44; ahare wo mo mise tamaha masika ba.&#34; to&#44; uti-omohi ide tamahu ni mo&#44; &#34;Samo&#44; samazama ni&#44; kokoro wo nomi tukusu bekari keru hito no ohom-tigiri kana!&#34; to&#44; turaku omohi kikoye tamahu."
"12","1","2","1","12010201","&nbsp;&nbsp;Yayohi hatuka amari no hodo ni nam&#44; miyako wo hanare tamahi keru. Hito ni itu to si mo sirase tamaha zu&#44; tada ito tikau tukaumaturi nare taru kagiri&#44; siti&#44; hatinin bakari ohom-tomo nite&#44; ito kasuka ni idetati tamahu. Sarubeki tokorodokoro ni&#44; ohom-humi bakari uti-sinobi tamahi si ni mo&#44; ahare to sinobaru bakari tukui tamahe ru ha&#44; midokoro mo ari nu bekari sika do&#44; sono wori no&#44; kokoti no magire ni&#44; hakabakasiu mo kiki oka zu nari ni keri."
"12","1","2","2","12010202","&nbsp;&nbsp;Hutuka&#44; mika kanete&#44; yo ni kakure te&#44; Ohoidono ni watari tamahe ri. Amziroguruma no uti-yature taru nite&#44; womnaguruma no yau nite kakurohe iri tamahu mo&#44; ito ahare ni&#44; yume to nomi miyu. Ohom-kata&#44; ito sabisige ni uti-are taru kokoti si te&#44; Wakagimi no ohom-menoto-domo&#44; mukasi saburahi si hito no naka ni&#44; makade tira nu kagiri&#44; kaku watari tamahe ru wo medurasigari kikoye te&#44; maunobori tudohi te mi tatematuru ni tuke te mo&#44; kotoni mono-hukakara nu wakaki hitobito sahe&#44; yo no tune nasa omohi sira re te&#44; namida ni kure tari."
"12","1","2","3","12010203","&nbsp;&nbsp;Wakagimi ha ito utukusiu te&#44; sare hasiri ohasi tari."
"12","1","2","4","12010204","&nbsp;&nbsp;&#34;Hisasiki hodo ni&#44; wasure nu koso&#44; ahare nare!&#34;"
"12","1","2","5","12010205","&nbsp;&nbsp;tote&#44; hiza ni suwe tamahe ru mikesiki&#44; sinobi gatage nari."
"12","1","2","6","12010206","&nbsp;&nbsp;Otodo&#44; konata ni watari tamahi te&#44; taimen si tamahe ri. "
"12","1","2","7","12010207","&nbsp;&nbsp;&#34;Turedure ni komora se tamahe ra m hodo&#44; nani to habera nu mukasimonogatari mo&#44; mawiri te&#44; kikoye sase m to omou tamahe re do&#44; mi no yamahi omoki ni yori&#44; ohoyake ni mo tukaumatura zu&#44; kurawi wo mo kahesi tatematuri te haberu ni&#44; watakusizama ni ha kosi nobe te nam to&#44; mono no kikoye higahigasikaru beki wo&#44; ima ha yononaka habakaru beki mi ni mo habera ne do&#44; itihayaki yo no ito osorosiu haberu nari. Kakaru ohom-koto wo mi tamahuru ni tuke te&#44; inoti nagaki ha kokorouku omou tamahe raruru yo no suwe ni mo haberu kana! Amenosita wo sakasama ni nasi te mo&#44; omou tamahe yora zari si ohom-arisama wo mi tamahure ba&#44; yorodu ito adikinaku nam.&#34;"
"12","1","2","8","12010208","&nbsp;&nbsp;to kikoye tamahi te&#44; itau sihotare tamahu."
"12","1","2","9","12010209","&nbsp;&nbsp;&#34;Toaru koto mo&#44; kakaru koto mo&#44; sakinoyo no mukuyi ni koso haberu nare ba&#44; ihi mote yuke ba&#44; tada&#44; midukara no okotari ni nam haberu. Sasite&#44; kaku&#44; kwansaku wo tora re zu&#44; asahaka naru koto ni kakadurahi te dani&#44; ohoyake no kasikomari naru hito no&#44; utusizama nite yononaka ni ari huru ha&#44; toga omoki waza ni hitonokuni ni mo si haberu naru wo&#44; tohoku hanati tukahasu beki sadame nado mo haberu naru ha&#44; sama koto naru tumi ni ataru beki ni koso haberu nare. Nigori naki kokoro ni makase te&#44; turenaku sugusi habera m mo&#44; ito habakari ohoku&#44; kore yori ohoki naru hadi ni nozoma nu saki ni&#44; yo wo nogare na m to omou tamahe tati nuru.&#34;"
"12","1","2","10","12010210","&nbsp;&nbsp;nado&#44; komayaka ni kikoye tamahu."
"12","1","2","11","12010211","&nbsp;&nbsp;Mukasi no ohom-monogatari&#44; Win no ohom-koto&#44; obosi notamahase si mikokorobahe nado kikoye ide tamahi te&#44; ohom-nahosi no sode mo e hiki-hanati tamaha nu ni&#44; Kimi mo&#44; e kokoro-duyoku motenasi tamaha zu. Wakagimi no nanigokoro naku magire ariki te&#44; korekare ni nare kikoye tamahu wo&#44; imizi to oboi tari."
"12","1","2","12","12010212","&nbsp;&nbsp;&#34;Sugi haberi ni si hito wo&#44; yo ni omou tamahe wasururu yo naku nomi&#44; ima ni kanasibi haberu wo&#44; kono ohom-koto ni nam&#44; mosi haberu yo nara masika ba&#44; ikayauni omohi nageki habera masi. Yoku zo mizikaku te&#44; kakaru yume wo mi zu nari ni keru to&#44; omou tamahe nagusame haberi. Wosanaku monosi tamahu ga&#44; kaku yohahi sugi nuru naka ni tomari tamahi te&#44; nadusahi kikoye nu tukihi ya hedatari tamaha m to omohi tamahuru wo nam&#44; yorodu no koto yori mo&#44; kanasiu haberu. Inisihe no hito mo&#44; makoto ni wokasi aru nite simo&#44; kakaru koto ni atara zari keri. Naho sarubeki nite&#44; hito no mikado ni mo kakaru taguhi ohou haberi keri. Saredo&#44; ihi iduru husi ari te koso&#44; saru koto mo haberi kere&#44; tozamakauzama ni&#44; omohi tamahe yora m kata naku nam.&#34;"
"12","1","2","13","12010213","&nbsp;&nbsp;nado&#44; ohoku no ohom-monogatari kikoye tamahu."
"12","1","2","14","12010214","&nbsp;&nbsp;Samwi-no-Tyuuzyau mo mawiri ahi tamahi te&#44; ohomiki nado&#44; mawiri tamahu ni&#44; yo huke nure ba&#44; tomari tamahi te&#44; hitobito omahe ni saburaha se tamahi te&#44; monogatari nado se sase tamahu. Hito yori ha koyonau sinobi obosu Tyuunagon-no-Kimi&#44; ihebae ni kanasiu omohe ru sama wo&#44; hito sire zu ahare to obosu. Hito mina sidumari nuru ni&#44; toriwaki te katarahi tamahu. Kore ni yori tomari tamahe ru naru besi."
"12","1","2","15","12010215","&nbsp;&nbsp;Ake nure ba&#44; yobukau ide tamahu ni&#44; ariakenotuki ito wokasi. Hana no ki-domo yauyau sakari sugi te&#44; waduka naru kokage no&#44; ito siroki niha ni usuku kiri watari taru&#44; sokohakatonaku kasumi ahi te&#44; aki no yo no ahare ni ohoku tati-masare ri. Sumi no kauran ni osi-kakari te&#44; tobakari&#44; nagame tamahu."
"12","1","2","16","12010216","&nbsp;&nbsp;Tyuunagon-no-Kimi&#44; mi tatematuri okura m to ni ya&#44; tumado osi-ake te wi tari."
"12","1","2","17","12010217","&nbsp;&nbsp;&#34;Mata taimen ara m koto koso&#44; omohe ba ito katakere. Kakari keru yo wo sira de&#44; kokoroyasuku mo ari nu bekari si tukigoro&#44; sasimo isoga de&#44; hedate si yo!&#34;"
"12","1","2","18","12010218","&nbsp;&nbsp;nado notamahe ba&#44; mono mo kikoye zu naku."
"12","1","2","19","12010219","&nbsp;&nbsp;Wakagimi no ohom-menoto no Saisyau-no-Kimi site&#44; Miya no omahe yori ohom-seusoko kikoye tamahe ri."
"12","1","2","20","12010220","&nbsp;&nbsp;&#34;Midukara kikoye mahosiki wo&#44; kakikurasu midari gokoti tamerahi haberu hodo ni&#44; ito yobukau ide sase tamahu naru mo&#44; sama kahari taru kokoti nomi si haberu kana! Kokorogurusiki hito no igitanaki hodo ha&#44; sibasi mo yasuraha se tamaha de.&#34;"
"12","1","2","21","12010221","&nbsp;&nbsp;to kikoye tamahe re ba&#44; uti-naki tamahi te&#44;"
"12","1","2","22","12010222","&nbsp;&nbsp;&nbsp;&nbsp;&#34;Toribeyama moye si keburi mo magahu ya to<BR>&nbsp;&nbsp;&nbsp;&nbsp;ama no siho yaku ura mi ni zo yuku"
"12","1","2","23","12010223","&nbsp;&nbsp;Ohom-kaheri to mo naku uti-zuzi tamahi te&#44;"
"12","1","2","24","12010224","&nbsp;&nbsp;&#34;Akatuki no wakare ha&#44; kau nomi ya kokorodukusi naru. Omohi siri tamahe ru hito mo ara m kasi.&#34;"
"12","1","2","25","12010225","&nbsp;&nbsp;to notamahe ba&#44;"
"12","1","2","26","12010226","&nbsp;&nbsp;&#34;Itu to naku&#44; wakare to ihu mozi koso utate haberu naru naka ni mo&#44; kesa ha naho taguhi aru maziu omou tamahe raruru hodo kana!&#34;"
"12","1","2","27","12010227","&nbsp;&nbsp;to&#44; hanagowe nite&#44; geni asakara zu omohe ri."
"12","1","2","28","12010228","&nbsp;&nbsp;&#34;Kikoyesase mahosiki koto mo&#44; kahesugahesu omou tamahe nagara&#44; tadani musubohore haberu hodo&#44; osihakara se tamahe. Igitanaki hito ha&#44; mi tamahe m ni tuke te mo&#44; nakanaka&#44; uki yo nogare gatau omou tamahe rare nu bekere ba&#44; kokoroduyou omou tamahe nasi te&#44; isogi makade haberi.&#34;"
"12","1","2","29","12010229","&nbsp;&nbsp;to kikoye tamahu."
"12","1","2","30","12010230","&nbsp;&nbsp;Ide tamahu hodo wo&#44; hitobito nozoki te mi tatematuru."
"12","1","2","31","12010231","&nbsp;&nbsp;Irigata no tuki ito akaki ni&#44; itodo namamekasiu kiyora ni te&#44; mono wo oboi taru sama&#44; tora&#44; ohokami dani naki nu besi. Masite&#44; ihakenaku ohasesi hodo yori mi tatematuri some te si hitobito nare ba&#44; tatosihe naki ohom-arisama wo imizi to omohu."
"12","1","2","32","12010232","&nbsp;&nbsp;Makoto ya&#44; ohom-kaheri&#44;"
"12","1","2","33","12010233","&nbsp;&nbsp;&nbsp;&nbsp;&#34;Naki hito no wakare ya itodo hedatara m<BR>&nbsp;&nbsp;&nbsp;&nbsp;keburi to nari si kumowi nara de ha"
"12","1","2","34","12010234","&nbsp;&nbsp;Tori-sohe te&#44; ahare nomi tuki se zu&#44; ide tamahi nuru nagori&#44; yuyusiki made naki ahe ri."
"12","1","3","1","12010301","&nbsp;&nbsp;Tono ni ohasi tare ba&#44; waga ohom-kata no hitobito mo&#44; madoroma zari keru kesiki nite&#44; tokorodokoro ni mure wi te&#44; asamasi to nomi yo wo omohe ru kesiki nari. Saburahi ni ha&#44; sitasiu tukamaturu kagiri ha&#44; ohom-tomo ni mawiru beki kokoromauke si te&#44; watakusi no wakare wosimu hodo ni ya&#44; hito mo nasi. Saranu hito ha&#44; toburahi mawiru mo omoki togame ari&#44; wadurahasiki koto masare ba&#44; tokoroseku tudohi si muma&#44; kuruma no kata mo naku&#44; sabisiki ni&#44; &#34;Yo ha uki mono nari keri!&#34; to&#44; obosi sira ru."
"12","1","3","2","12010302","&nbsp;&nbsp;Daiban nado mo&#44; katahe ha tiribami te&#44; tatami&#44; tokorodokoro hiki-kahesi tari. &#34;Miru hodo dani kakari. Masite ikani are yuka m.&#34; to obosu."
"12","1","3","3","12010303","&nbsp;&nbsp;Nisinotai ni watari tamahe re ba&#44; mikausi mo mawira de&#44; nagame akasi tamahi kere ba&#44; sunoko nado ni&#44; wakaki warahabe&#44; tokorodokoro ni husi te&#44; ima zo oki sawagu. Tonowisugata-domo wokasiu te wiru wo mi tamahu ni mo&#44; kokorobosou&#44; &#34;Tosituki he ba&#44; kakaru hitobito mo&#44; e simo ari hate de ya&#44; yuki tira m.&#34; nado&#44; sasimo arumaziki koto sahe&#44; ohom-me nomi tomari keri."
"12","1","3","4","12010304","&nbsp;&nbsp;&#34;Yobe ha&#44; sikasika si te yohuke ni sika ba nam. Rei no omohazu naru sama ni ya obosi nasi turu? Kakute haberu hodo dani ohom-me kare zu to omohu wo&#44; kaku yo wo hanaruru kiha ni ha&#44; kokorogurusiki koto no onodukara ohokari keru&#44; hitayagomori ni te yaha! Tune naki yo ni&#44; hito ni mo nasake naki mono to kokorooka re hate m to&#44; itohosiu te nam.&#34;"
"12","1","3","5","12010305","&nbsp;&nbsp;to kikoye tamahe ba&#44;"
"12","1","3","6","12010306","&nbsp;&nbsp;&#34;Kakaru yo wo miru yori hoka ni&#44; omohazu naru koto ha&#44; nanigoto ni ka?&#34;"
"12","1","3","7","12010307","&nbsp;&nbsp;to bakari notamahi te&#44; imizi to obosi ire taru sama&#44; hito yori koto naru wo&#44; kotowari zo kasi&#44; titi-Miko&#44; ito oroka ni motoyori obosi tuki ni keru ni&#44; masite&#44; yo no kikoye wo wadurahasigari te&#44; otodure kikoye tamaha zu&#44; ohom-toburahi ni dani watari tamaha nu wo&#44; hito no miru ram koto mo hadukasiku&#44; nakanaka sira re tatematura de yami na masi wo&#44; mamahaha no Kitanokata nado no&#44;"
"12","1","3","8","12010308","&nbsp;&nbsp;&#34;Nihaka nari si saihahi no awatatasisa. Ana&#44; yuyusi ya! Omohu hito&#44; katagata ni tuke te wakare tamahu hito kana!&#34;"
"12","1","3","9","12010309","&nbsp;&nbsp;to notamahi keru wo&#44; saru tayori ari te mori kiki tamahu ni mo&#44; imiziu kokoroukere ba&#44; kore yori mo tayete otodure kikoye tamaha zu. Mata tanomosiki hito mo naku&#44; geni zo&#44; ahare naru ohom-arisama naru."
"12","1","3","10","12010310","&nbsp;&nbsp;&#34;Naho yo ni yurusa re gatau te&#44; tosituki wo he ba&#44; ihaho no naka ni mo mukahe tatematura m. Tada ima ha&#44; hitogiki no ito tukinakaru beki nari. Ohoyake ni kasikomari kikoyuru hito ha&#44; akiraka naru tukihi no kage wo dani mi zu&#44; yasuraka ni mi wo hurumahu koto mo&#44; ito tumi omoka' nari. Ayamati nakere do&#44; sarubeki ni koso kakaru koto mo ara me to omohu ni&#44; masite omohu hito gusuru ha&#44; rei naki koto naru wo&#44; hitaomomuki ni monoguruhosiki yo nite&#44; tatimasaru koto mo ari na m.&#34;"
"12","1","3","11","12010311","&nbsp;&nbsp;nado kikoye sira se tamahu."
"12","1","3","12","12010312","&nbsp;&nbsp;Hi takuru made ohotonogomore ri. Soti-no-Miya&#44; Samwi-no-Tyuuzyau nado ohasi tari. Taimen si tamaha m tote&#44; ohom-nahosi nado tatematuru."
"12","1","3","13","12010313","&nbsp;&nbsp;&#34;Kurawi naki hito ha.&#34;"
"12","1","3","14","12010314","&nbsp;&nbsp;tote&#44; mumon no nahosi&#44; nakanaka&#44; ito natukasiki wo ki tamahi te&#44; uti-yature tamahe ru&#44; ito medetasi. Ohom-bin kaki tamahu tote&#44; kyaudai ni yori tamahe ru ni&#44; omoyase tamahe ru kage no&#44; ware nagara ito ate ni kiyora nare ba&#44; "
